,title,tags,movie_id
1785,The 40 Year Old Virgin,"andi stitzer pleasant life with nice apart job stamp invoic at electron store. at age 40, there' one thing andi hasn't done, it' realli bother hi sex-obsess male co-workers: andi still virgin. determin help andi get laid, guy make their mission de-virgin him. all seem hopeless until andi meet small busi owner trish, singl mom. comedi romanc firsttim virgin stevecarel catherinekeen paulrudd andi stitzer pleasant life with nice apart job stamp invoic at electron store. at age 40, there' one thing andi hasn't done, it' realli bother hi sex-obsess male co-workers: andi still virgin. determin help andi get laid, guy make their mission de-virgin him. all seem hopeless until andi meet small busi owner trish, singl mom.",6957
1786,Shakespeare in Love,"young shakespear forc stage hi latest comedy, ""romeo ethel, pirate' daughter,"" befor it' even written. when love noblewoman audit for role, they fall into forbidden love -- hi play find new life (and title). their relationship progresses, shakespeare' comedi soon transform into tragedy. romanc histori shakespear loveofone'slif oscaraward theatreplay theatregroup writer'sblock theatremilieu author specul falsehistori josephfienn gwynethpaltrow geoffreyrush young shakespear forc stage hi latest comedy, ""romeo ethel, pirate' daughter,"" befor it' even written. when love noblewoman audit for role, they fall into forbidden love -- hi play find new life (and title). their relationship progresses, shakespeare' comedi soon transform into tragedy.",1934
1787,A Walk Among the Tombstones,privat investig matthew scudder hire by drug kingpin find out who kidnap murder hi wife. crime drama mysteri thriller basedonnovel murder mafia privateinvestig newyorkc alcohol kingpin wifemurd mattscudd liamneeson dansteven davidharbour privat investig matthew scudder hire by drug kingpin find out who kidnap murder hi wife.,169917
1788,Kindergarten Cop,"hard-edg cop john kimbl get more than he bargain for when he goe undercov kindergarten teacher get good brutal drug lord while at same time protect man' young son. pit against class boister moppet whose antic tri hi patienc test hi mettle, kimbl may have met hi match … more way than one. comedi crimefight cook drugdeal dyinganddeath kindergarten kiss polic teacher childreneduc arnoldschwarzenegg penelopeannmil pamelare hard-edg cop john kimbl get more than he bargain for when he goe undercov kindergarten teacher get good brutal drug lord while at same time protect man' young son. pit against class boister moppet whose antic tri hi patienc test hi mettle, kimbl may have met hi match … more way than one.",951
1789,Pineapple Express,stoner hi dealer are forc go run polic after pothead wit cop commit murder. action comedi smoke marijuana stoner roach lollipop paintingtoenail radiocallinshow drivingthroughawal seed referencetopandora'sbox sethrogen jamesfranco dannymcbrid stoner hi dealer are forc go run polic after pothead wit cop commit murder.,10189
1790,Ever After: A Cinderella Story,"uniqu 16th centuri woman, daniel possess love books, can easili quot sir thoma more’ utopia. intrigu mix tomboyish athletic physic beauty, she more than enough charm captur heart princ ... after bean with apple. drama romanc comedi franc childabus slaveri leonardodavinci princ fairytal royalti orphan evilstepmoth stepsibl 16thcenturi brigand gypsi classism bandit common emotionalabus drewbarrymor dougrayscott anjelicahuston uniqu 16th centuri woman, daniel possess love books, can easili quot sir thoma more’ utopia. intrigu mix tomboyish athletic physic beauty, she more than enough charm captur heart princ ... after bean with apple.",9454
1791,Open Range,former gunsling forc take up arm again when he hi cattl crew are threaten by corrupt lawman. western hors beef ranger kevincostn robertduval michaelgambon former gunsling forc take up arm again when he hi cattl crew are threaten by corrupt lawman.,2055
1792,Flatliners,"five medic student want find out if there life after death. they plan stop one their heart for few seconds, thu simul death, then bring person back life. scienc fiction thriller earli 1990' with star stud cast. drama horror sciencefict thriller lifeanddeath afterlif swing memori medicalstud confetti kiefersutherland juliarobert kevinbacon five medic student want find out if there life after death. they plan stop one their heart for few seconds, thu simul death, then bring person back life. scienc fiction thriller earli 1990' with star stud cast.",1551
1793,A Bridge Too Far,tell stori oper market garden. fail attempt by alli latter stage wwii end war quickli by secur three bridg holland allow access over rhine into germany. combin poor alli intellig presenc two crack german panzer divis meant that final part thi oper (the bridg arnhem over rhine) wa doom failure. drama histori war netherland worldwarii panzer britishsoldi dirkbogard jamescaan michaelcain tell stori oper market garden. fail attempt by alli latter stage wwii end war quickli by secur three bridg holland allow access over rhine into germany. combin poor alli intellig presenc two crack german panzer divis meant that final part thi oper (the bridg arnhem over rhine) wa doom failure.,5902
1794,Red Eye,"after attend funer her grandmoth dallas, lux atlant hotel manag lisa wait for flight miami. due bad weather consequ flight delay, she meet airport bar jack rippner, who also wait list. they sit togeth plane, jack reveal that he want lisa chang room lux import american politician facilit terrorist attempt against him. otherwise, lisa' father will kill by hit man. lisa decid what do with menac man at her side. horror thriller hostag menac hitman airplan rachelmcadam cillianmurphi briancox after attend funer her grandmoth dallas, lux atlant hotel manag lisa wait for flight miami. due bad weather consequ flight delay, she meet airport bar jack rippner, who also wait list. they sit togeth plane, jack reveal that he want lisa chang room lux import american politician facilit terrorist attempt against him. otherwise, lisa' father will kill by hit man. lisa decid what do with menac man at her side.",11460
1795,Final Destination 2,"when kimberli violent premonit highway pileup she block freeway, keep few other meant die, safe...or are they? survivor mysteri start die it' up kimberli stop befor she' next. horror mysteri ambul premonit hospit alilart a.j.cook michaelland when kimberli violent premonit highway pileup she block freeway, keep few other meant die, safe...or are they? survivor mysteri start die it' up kimberli stop befor she' next.",9358
1796,"O Brother, Where Art Thou?","deep south dure 1930s, three escap convict search for hidden treasur while relentless lawman pursu them. their journey they come across mani comic charact incred situations. base upon homer' 'odyssey'. action adventur comedi propheci southernusa musicrecord countrymus mississippi seduct music fraud georgeclooney johnturturro timblakenelson deep south dure 1930s, three escap convict search for hidden treasur while relentless lawman pursu them. their journey they come across mani comic charact incred situations. base upon homer' 'odyssey'.",134
1797,Legion,"when god lose faith humankind, he send hi legion angel bring apocalypse. humanity' onli hope for surviv lie group stranger trap out-of-the-way, desert diner with archangel michael. horror angel diner religion apocalyps demon desert angel paulbettani dennisquaid kevindurand when god lose faith humankind, he send hi legion angel bring apocalypse. humanity' onli hope for surviv lie group stranger trap out-of-the-way, desert diner with archangel michael.",22894
1798,Pain & Gain,"daniel lugo, manag sun gym 1990 miami, decid that there onli one way achiev hi version american dream: extortion. achiev hi goal, he recruit musclemen paul adrian accomplices. after sever fail attempts, they abduct rich businessman victor kershaw convinc sign over all hi asset them. when kershaw make out alive, author are reluct believ hi story. thriller crime action miami scam crime weightlift weightlift duringcreditssting markwahlberg dwaynejohnson anthonymacki daniel lugo, manag sun gym 1990 miami, decid that there onli one way achiev hi version american dream: extortion. achiev hi goal, he recruit musclemen paul adrian accomplices. after sever fail attempts, they abduct rich businessman victor kershaw convinc sign over all hi asset them. when kershaw make out alive, author are reluct believ hi story.",134374
1799,In Good Company,"dan foreman season advertis sale execut at high-rank public when corpor takeov result be place under naiv supervisor carter duryea, who half hi age. matter are made wors when dan' new supervisor becom romant involv with hi daughter 18 year-old colleg student alex. comedi drama romanc midlifecrisi daughter badboss tophergrac scarlettjohansson dennisquaid dan foreman season advertis sale execut at high-rank public when corpor takeov result be place under naiv supervisor carter duryea, who half hi age. matter are made wors when dan' new supervisor becom romant involv with hi daughter 18 year-old colleg student alex.",1901
1800,Clockstoppers,"until now, zak gibbs' greatest challeng been find way buy car. when he discov odd wristwatch amidst hi father' variou invent slip -- someth veri strang happens. world around seem come stop, everyth everybodi frozen time. zak quickli learn how manipul devic he hi quick-wit beauti new friend, francesca, start have some real fun. adventur famili sciencefict thriller time airplan youth wristwatch jessebradford paulagarcé robinthoma until now, zak gibbs' greatest challeng been find way buy car. when he discov odd wristwatch amidst hi father' variou invent slip -- someth veri strang happens. world around seem come stop, everyth everybodi frozen time. zak quickli learn how manipul devic he hi quick-wit beauti new friend, francesca, start have some real fun.",15028
1801,Silverado,"four unwit hero cross path their journey sleepi town silverado. littl do they know town where their famili friend resid been taken over by corrupt sheriff murder posse. it' up sharp-shoot foursom save day, first they have break each other out jail, learn who their real friend are. action crime drama western sheriff fight hors malefriendship twogunsbelt kevinklin scottglenn kevincostn four unwit hero cross path their journey sleepi town silverado. littl do they know town where their famili friend resid been taken over by corrupt sheriff murder posse. it' up sharp-shoot foursom save day, first they have break each other out jail, learn who their real friend are.",11509
1802,Brothers,"when hi helicopt goe down dure hi fourth tour duti afghanistan, marin sam cahil presum dead. back home, brother tommi step look over sam’ wife, grace, two children. sam’ surpris homecom trigger domest mayhem. drama thriller war brotherbrotherrelationship brother-in-law lossofhusband warinafghanistan sister-in-law tobeymaguir jakegyllenha natalieportman when hi helicopt goe down dure hi fourth tour duti afghanistan, marin sam cahil presum dead. back home, brother tommi step look over sam’ wife, grace, two children. sam’ surpris homecom trigger domest mayhem.",7445
1803,Agent Cody Banks 2: Destination London,"with all-new gadgets, high-fli action, excit chase wisecrack new handler, derek (anthoni anderson), codi retriev devic befor world' leader fall under evil control diabol villain. comedi londonengland cia teenagehero teenspi ciaagent frankiemuniz anthonyanderson hannahspearritt with all-new gadgets, high-fli action, excit chase wisecrack new handler, derek (anthoni anderson), codi retriev devic befor world' leader fall under evil control diabol villain.",17047
1804,New Year's Eve,live sever coupl singl new york intertwin over cours new year' eve. comedi romanc newyear'sev illustr cater pedicab ticket videoconferenc multiplestorylin duringcreditssting robertdeniro katherineheigl ashtonkutch live sever coupl singl new york intertwin over cours new year' eve.,62838
1805,Original Sin,"young man plung into life subterfuge, deceit mistaken ident pursuit femm fatal whose heart never quit within hi grasp drama thriller mysteri romanc women sex cuba erotic lover(female) passion coffeegrow sin denunci angelinajoli antoniobandera gregoryitzin young man plung into life subterfuge, deceit mistaken ident pursuit femm fatal whose heart never quit within hi grasp",2057
1806,The Raven,"fiction account last day edgar allan poe' life, which poet pursuit serial killer whose murder mirror those writer' stories. crime thriller mysteri poison blackmail maskedbal historicalfigur buriedal serialkil deadlin edgarallanpo newspaperreview baltimoremaryland newspaperoffic hardtim lifeimitatesart pendulum johncusack lukeevan aliceev fiction account last day edgar allan poe' life, which poet pursuit serial killer whose murder mirror those writer' stories.",70436
1807,Welcome to Mooseport,"us presid (gene hackman) who retir after two term offic return hi hometown mooseport, main decid run for mayor against anoth local candid (ray romano). comedi rayromano genehackman marciagayharden us presid (gene hackman) who retir after two term offic return hi hometown mooseport, main decid run for mayor against anoth local candid (ray romano).",16784
1808,Highlander: The Final Dimension,"start off 15th century, with connor mcleod (christoph lambert) train with anoth immort swordsman, japanes sorcer nakano (mako). when evil immort name kane (mario van peebles) kill old wizard, result battl leav buri underground cave. when kane resurfac 20th centuri creat havoc, it' up mcleod stop him. action fantasi sciencefict japan newyork scotland morocco goodandbad christopherlambert mariovanpeebl deborahkaraung start off 15th century, with connor mcleod (christoph lambert) train with anoth immort swordsman, japanes sorcer nakano (mako). when evil immort name kane (mario van peebles) kill old wizard, result battl leav buri underground cave. when kane resurfac 20th centuri creat havoc, it' up mcleod stop him.",8011
1809,Blood and Wine,"man who fail father husband commit heist make money for hi fledg business, thing becom complic when hi wife interferes. crime drama thriller robberi gun fight love murder heist theft diamond neo-noir jacknicholson stephendorff jenniferlopez man who fail father husband commit heist make money for hi fledg business, thing becom complic when hi wife interferes.",31640
1810,Snow White: A Tale of Terror,"base somewhat more authent grimm brothers' stori young woman who unlik by her stepmother, film includ talk mirror, poison apple, some ruffian gold (not diamond) miner (and they aren't dwarf cute). take place at time crusades, depict attitud wealthi peasant class toward one another. fantasi horror jealousi toxic castl stepmoth fairy-talefigur appl middleag mirror nobil sigourneyweav samneil monicakeena base somewhat more authent grimm brothers' stori young woman who unlik by her stepmother, film includ talk mirror, poison apple, some ruffian gold (not diamond) miner (and they aren't dwarf cute). take place at time crusades, depict attitud wealthi peasant class toward one another.",9092
1811,The Curse of the Jade Scorpion,"cw brigg veteran insur investigator, with mani successes. betti ann fitzgerald new employe compani he work for, with task reorgan office. they don't like each other - at least that' what they think. dure night out with rest offic employees, they go watch voltan, magician who secretli hypnot both them. comedi crime mysteri romanc thriller hypnosi independentfilm danaykroyd helenhunt woodyallen cw brigg veteran insur investigator, with mani successes. betti ann fitzgerald new employe compani he work for, with task reorgan office. they don't like each other - at least that' what they think. dure night out with rest offic employees, they go watch voltan, magician who secretli hypnot both them.",2779
1812,Accidental Love,"small town waitress get nail accident lodg her head caus unpredict behavior that lead her washington, dc. spark fli when she meet clueless young senat who take up her caus - what happen when love interfer with what you stand for? romanc comedi one-nightstand romanticcomedi accidentallov jakegyllenha jessicabiel jamesmarsden small town waitress get nail accident lodg her head caus unpredict behavior that lead her washington, dc. spark fli when she meet clueless young senat who take up her caus - what happen when love interfer with what you stand for?",316002
1813,Flipper,"sandi rick sent by hi mom coral key, rustic island florida keys, spend summer with hi uncl porter ricks. sandi dislik everyth about hi new environ until new friend come into hi life, dolphin name flipper, that bring uncl nephew togeth lead sandi summer adventur lifetime. adventur famili dolphin florida floridakey summer elijahwood paulhogan jonathanbank sandi rick sent by hi mom coral key, rustic island florida keys, spend summer with hi uncl porter ricks. sandi dislik everyth about hi new environ until new friend come into hi life, dolphin name flipper, that bring uncl nephew togeth lead sandi summer adventur lifetime.",36355
1814,Self/less,extrem wealthi elderli man die cancer undergo radic medic procedur that transfer hi conscious bodi healthi young man everyth may not good seem when he start uncov mysteri body' origin secret organ that will kill keep it secrets. sciencefict mysteri thriller lie immort terminalil laboratori cancer doctor body-swap death rich falsememori soultransfer richman mindtransf hostbodi bodysnatch etern ryanreynold benkingsley nataliemartinez extrem wealthi elderli man die cancer undergo radic medic procedur that transfer hi conscious bodi healthi young man everyth may not good seem when he start uncov mysteri body' origin secret organ that will kill keep it secrets.,238615
1815,The Constant Gardener,"justin quayl low-level british diplomat who alway gone about hi work veri quietly, not caus ani problems. after hi radic wife tessa kill he becom determin find out why, thrust himself into middl veri danger conspiracy. drama mysteri thriller aid diplomat nairobi politician pharmaceuticalindustri cancer morgu genocideinrwanda ralphfienn rachelweisz dannyhuston justin quayl low-level british diplomat who alway gone about hi work veri quietly, not caus ani problems. after hi radic wife tessa kill he becom determin find out why, thrust himself into middl veri danger conspiracy.",1985
1816,The Passion of the Christ,"""the passion christ"" film about last 12 hour life jesus. director mel gibson receiv much critic critic audienc for hi explicit depict focu violenc christ suffering, especi part jewish community. film languag are arabic, latin hebrew it actor are laymen which wa controversi receiv well. drama christian jewri romanempir jesuschrist suffer apostl lastsupp roman bibl mission tortur jimcaviezel maiamorgenstern monicabellucci ""the passion christ"" film about last 12 hour life jesus. director mel gibson receiv much critic critic audienc for hi explicit depict focu violenc christ suffering, especi part jewish community. film languag are arabic, latin hebrew it actor are laymen which wa controversi receiv well.",615
1817,Mrs. Doubtfire,"love irrespons dad daniel hillard, estrang hi exasper spouse, crush by court order allow onli weekli visit with hi kids. when daniel learn hi ex need housekeeper, he get job -- disguis english nanny. soon he becom not onli hi children' best pal kind parent he should have been start. comedi drama famili sanfrancisco parentskidsrelationship restaur nanni mask custodybattl fakeident robinwilliam sallyfield piercebrosnan love irrespons dad daniel hillard, estrang hi exasper spouse, crush by court order allow onli weekli visit with hi kids. when daniel learn hi ex need housekeeper, he get job -- disguis english nanny. soon he becom not onli hi children' best pal kind parent he should have been start.",788
1818,Rain Man,selfish yuppi charli babbitt' father left fortun hi savant brother raymond pittanc charlie; they travel cross-country. drama individu mentallydis autism lossoffath yuppi cardeal egocentr travel convert psychiatrist duringcreditssting savant dustinhoffman tomcruis valeriagolino selfish yuppi charli babbitt' father left fortun hi savant brother raymond pittanc charlie; they travel cross-country.,380
1819,Gran Torino,"walt kowalski widow who hold onto hi prejudic despit chang hi michigan neighborhood world around him. kowalski grumpy, tough-minded, unhappi old man who can't get along with either hi kid hi neighbors. he korean war veteran whose prize possess 1972 gran torino he keep mint condition. when hi neighbor thao, young hmong teenag under pressur hi gang member cousin, tri steal hi gran torino, kowalski set out reform youth. drawn against hi will into life thao' family, kowalski soon take step protect them gang that infest their neighborhood. drama rape warveteran immigr priest gang oldman teenag gangster detroit widow car hmong clinteastwood christophercarley beevang walt kowalski widow who hold onto hi prejudic despit chang hi michigan neighborhood world around him. kowalski grumpy, tough-minded, unhappi old man who can't get along with either hi kid hi neighbors. he korean war veteran whose prize possess 1972 gran torino he keep mint condition. when hi neighbor thao, young hmong teenag under pressur hi gang member cousin, tri steal hi gran torino, kowalski set out reform youth. drawn against hi will into life thao' family, kowalski soon take step protect them gang that infest their neighborhood.",13223
1820,W.,"whether you love hate him, there no question that georg w. bush one most controversi public figur recent memory. w take viewer through bush’ event life -- hi struggl triumphs, how he found both hi wife hi faith, cours critic day lead up bush’ decis invad iraq. drama histori usa whitehous usapresid georgew.bush presid iraqwar joshbrolin elizabethbank ellenburstyn whether you love hate him, there no question that georg w. bush one most controversi public figur recent memory. w take viewer through bush’ event life -- hi struggl triumphs, how he found both hi wife hi faith, cours critic day lead up bush’ decis invad iraq.",10523
1821,Taken,"while vacat with friend paris, american girl kidnap by gang human traffick intent sell her into forc prostitution. work against clock, her ex-spi father must pull out all stop save her. with hi best year possibl behind him, job may more than he can handle. action thriller pari kidnap humantraffick rescu prostitut albanian missingdaught exciaag liamneeson famkejanssen maggiegrac while vacat with friend paris, american girl kidnap by gang human traffick intent sell her into forc prostitution. work against clock, her ex-spi father must pull out all stop save her. with hi best year possibl behind him, job may more than he can handle.",8681
1822,The Best of Me,pair former high school sweetheart reunit after mani year when they return visit their small hometown. drama romanc highschoolsweetheart michellemonaghan jamesmarsden lianaliberato pair former high school sweetheart reunit after mani year when they return visit their small hometown.,239571
1823,The Bodyguard,"former secret servic agent grudgingli take assign protect pop idol who' threaten by craze fan. at first, safety-obsess bodyguard self-indulg diva total clash. befor long, all that tension spark firework anoth sort, love-avers tough guy torn between duti romance. thriller action drama music romanc sistersisterrelationship anonymouslett diva bodyguard oscaraward losangel whitneyhouston kevincostn michelelamarrichard former secret servic agent grudgingli take assign protect pop idol who' threaten by craze fan. at first, safety-obsess bodyguard self-indulg diva total clash. befor long, all that tension spark firework anoth sort, love-avers tough guy torn between duti romance.",619
1824,Schindler's List,true stori how businessman oskar schindler save over thousand jewish live nazi while they work slave hi factori dure world war ii. drama histori war factori concentrationcamp hero holocaust worldwarii nazi defenseindustri biographi theholocaust liamneeson benkingsley ralphfienn true stori how businessman oskar schindler save over thousand jewish live nazi while they work slave hi factori dure world war ii.,424
1825,The Help,"aibileen clark middle-ag african-american maid who spent her life rais white children recent lost her onli son; minni jackson african-american maid who often offend her employ despit her family' struggl with money her desper need for jobs; eugenia ""skeeter"" phelan young white woman who recent move back home after graduat colleg find out her childhood maid mysteri disappeared. these three stori intertwin explain how life jackson, mississippi revolv around ""the help""; yet they are alway kept at certain distanc becaus racial lines. drama mississippi basedonnovel exploit racialsegreg racism writer maid moralcourag ressenti southernbel racialissu 1960 newspapercolumnist emmaston violadavi octaviaspenc aibileen clark middle-ag african-american maid who spent her life rais white children recent lost her onli son; minni jackson african-american maid who often offend her employ despit her family' struggl with money her desper need for jobs; eugenia ""skeeter"" phelan young white woman who recent move back home after graduat colleg find out her childhood maid mysteri disappeared. these three stori intertwin explain how life jackson, mississippi revolv around ""the help""; yet they are alway kept at certain distanc becaus racial lines.",50014
1826,The Fifth Estate,"look at relationship between wikileak founder julian assang hi earli support eventu colleagu daniel domscheit-berg, how website' growth influenc led irrepar rift between two friends. drama thriller journalist biographi internet informationleak activist benedictcumberbatch danielbrühl anthonymacki look at relationship between wikileak founder julian assang hi earli support eventu colleagu daniel domscheit-berg, how website' growth influenc led irrepar rift between two friends.",162903
1827,Scooby-Doo 2: Monsters Unleashed,"when mystery, inc. are guest honor at grand open coolsvil museum criminology, mask villain show up creat havoc befor steal costum gang' most notori villains...could that their nemesis, mad scientist jonathan jacobo return tri recreat their deadliest foes? mysteri fantasi adventur comedi detect monster engin basedontvseri dog freddieprinzejr. sarahmichellegellar matthewlillard when mystery, inc. are guest honor at grand open coolsvil museum criminology, mask villain show up creat havoc befor steal costum gang' most notori villains...could that their nemesis, mad scientist jonathan jacobo return tri recreat their deadliest foes?",11024
1828,Forbidden Kingdom,"earli 18th century. cartograph jonathan green undertak scientif voyag europ east. have pass through transylvania cross carpathian mountains, he find himself small villag lost impass woods. noth chanc heavi fog could bring thi curs place. peopl who live here do not resembl ani other peopl which travel saw befor that. villagers, have dug deep moat fend themselv rest world, share naiv belief that they could save themselv evil, fail understand that evil made it nest their soul wait for opportun gush out upon world. thriller adventur mysteri fantasi monster mystic church demon witchcraft scienc darkfantasi 3d jasonflemyng alekseychadov agniyaditkovskit earli 18th century. cartograph jonathan green undertak scientif voyag europ east. have pass through transylvania cross carpathian mountains, he find himself small villag lost impass woods. noth chanc heavi fog could bring thi curs place. peopl who live here do not resembl ani other peopl which travel saw befor that. villagers, have dug deep moat fend themselv rest world, share naiv belief that they could save themselv evil, fail understand that evil made it nest their soul wait for opportun gush out upon world.",208763
1829,Freddy vs. Jason,"evil dream-demon freddi krueger devis plan manipul unstopp jason vorhe into hack up teenag elm street effort make peopl rememb name freddi krueger, thu free limbo. horror murder marijuana teenag baddream robertenglund kenkirzing jasonritt evil dream-demon freddi krueger devis plan manipul unstopp jason vorhe into hack up teenag elm street effort make peopl rememb name freddi krueger, thu free limbo.",6466
1830,The Face of an Angel,both journalist documentari filmmak chase stori murder it prime suspect. thriller drama murderinvestig katebeckinsal caradelevingn danielbrühl both journalist documentari filmmak chase stori murder it prime suspect.,254024
1831,Jimmy Neutron: Boy Genius,"jimmi neutron boy geniu way ahead hi friends, when come be cool, he' littl behind. all until one day when hi parents, parent all over earth are kidnap by aliens, it' up lead all children world rescu their parents. action adventur anim comedi famili fantasi sciencefict showdown gi villain geniu alien rescu miniatur robot battl lasergun spear boygeniu debiderryberri megancavanagh markdecarlo jimmi neutron boy geniu way ahead hi friends, when come be cool, he' littl behind. all until one day when hi parents, parent all over earth are kidnap by aliens, it' up lead all children world rescu their parents.",12589
1832,Cloverfield,"five young new yorker throw their friend going-away parti night that monster size skyscrap descend upon city. told point view their video camera, film document their attempt surviv most surreal, horrifi event their lives. action thriller sciencefict helicopt monster skyscrap fight camcord panic chao supernatur quarantin friend alien rescu surviv disast escap giantmonst kaiju militari foundfootag aftercreditssting lizzycaplan jessicaluca odetteann five young new yorker throw their friend going-away parti night that monster size skyscrap descend upon city. told point view their video camera, film document their attempt surviv most surreal, horrifi event their lives.",7191
1833,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"turtl shredder battl onc again, thi time for last cannist ooz that creat turtles, which shredder want creat armi new mutants. sciencefict adventur action comedi famili crimefight fight mutant turtl ninja report newyorkc paigeturco davidwarn michelansisti turtl shredder battl onc again, thi time for last cannist ooz that creat turtles, which shredder want creat armi new mutants.",1497
1834,The Untouchables,"young treasuri agent elliot ness arriv chicago determin take down al capone, it' not go easi becaus capon polic hi pocket. ness meet jimmi malone, veteran patrolman probabl most honor one force. he ask malon help get capone, malon warn that if he goe after capone, he go war. crime drama histori thriller whitesuit alcapon toughcop treasuryag untouch taxevas jurytamp ruleoflaw rooftopchas cuttingfacewhileshav 1930 kevincostn seanconneri charlesmartinsmith young treasuri agent elliot ness arriv chicago determin take down al capone, it' not go easi becaus capon polic hi pocket. ness meet jimmi malone, veteran patrolman probabl most honor one force. he ask malon help get capone, malon warn that if he goe after capone, he go war.",117
1835,No Country for Old Men,"llewelyn moss stumbl upon dead bodies, $2 million hoard heroin texa desert, method killer anton chigurh come look for it, with local sheriff ed tom bell hot hi trail. role prey predat blur violent pursuit money justic collide. crime drama thriller texa drugtraff hitman unitedstates–mexicobarri suspens tommyleejon javierbardem joshbrolin llewelyn moss stumbl upon dead bodies, $2 million hoard heroin texa desert, method killer anton chigurh come look for it, with local sheriff ed tom bell hot hi trail. role prey predat blur violent pursuit money justic collide.",6977
1836,Ride Along,"for past two years, high-school secur guard ben been tri show decor apd detect jame that he' more than just video-gam junki who' unworthi james' sister, angela. when ben final get accept into academy, he think he' earn season policeman' respect ask for hi bless marri angela. know that ride along will demonstr if ben what take take care hi sister, jame invit shift design scare hell out trainee. when wild night lead them most notori crimin city, jame will find that hi new partner' rapid-fir mouth just danger bullet speed at it. action comedi policeoper policeoffic brother-in-lawbrother-in-lawrelationship duringcreditssting blackmen icecub kevinhart johnleguizamo for past two years, high-school secur guard ben been tri show decor apd detect jame that he' more than just video-gam junki who' unworthi james' sister, angela. when ben final get accept into academy, he think he' earn season policeman' respect ask for hi bless marri angela. know that ride along will demonstr if ben what take take care hi sister, jame invit shift design scare hell out trainee. when wild night lead them most notori crimin city, jame will find that hi new partner' rapid-fir mouth just danger bullet speed at it.",168530
1837,Bridget Jones's Diary,"chaotic bridget jone meet snobbish lawyer, he soon enter her world imperfections. comedi romanc drama holiday londonengland england alcohol sex lovesick telecast birthday christmasparti newsbroadcast sexualfrustr diari cigarett daughter motherdaughterrelationship lawyer report extramaritalaffair duringcreditssting womandirector christma renéezellweg colinfirth hughgrant chaotic bridget jone meet snobbish lawyer, he soon enter her world imperfections.",634
1838,Chocolat,"fabl emot liber chocolate. mother daughter move small french town where they open chocol shop. town, religi moral strict, against them they repres free-think indulgence. when group boat gypsi float down river prejudic mayor lead crisis. comedi drama romanc chocol mayor pralin singl motherdaughterrelationship juliettebinoch alfredmolina johnnydepp fabl emot liber chocolate. mother daughter move small french town where they open chocol shop. town, religi moral strict, against them they repres free-think indulgence. when group boat gypsi float down river prejudic mayor lead crisis.",392
1839,"Legally Blonde 2: Red, White & Blonde","after ell woods, etern perky, fashion adventurous, famous blond harvard law grad get fire by her law firm becaus her opposit anim testing, she take her fight washington. aid for congresswoman victoria rudd, she push for bill ban test onc for all, it' her building' doorman who advis her how get her way hill. comedi washingtond.c. boston chambersofabarrist tierversuch lawyer reesewitherspoon sallyfield reginak after ell woods, etern perky, fashion adventurous, famous blond harvard law grad get fire by her law firm becaus her opposit anim testing, she take her fight washington. aid for congresswoman victoria rudd, she push for bill ban test onc for all, it' her building' doorman who advis her how get her way hill.",10327
1840,Parental Guidance,arti dian agre look after their three grandkid when their type-a helicopt parent need leav town for work. problem aris when kids' 21st-centuri behavior collid with arti diane' old-school methods. comedi billycryst bettemidl marisatomei arti dian agre look after their three grandkid when their type-a helicopt parent need leav town for work. problem aris when kids' 21st-centuri behavior collid with arti diane' old-school methods.,88042
1841,No Strings Attached,"emma busi doctor who set up seemingli perfect arrang when she offer her best friend adam relationship with one rule: no string attached. when fling becom thing, can sex friend stay best friends? comedi romanc fathersonrelationship casualmeet studentofmedicin friend valentin malefemalerelationship openrelationship sexualhumor bestfriend casualsex bestfriendsinlov duringcreditssting fling fathersonconflict friendswithbenefit natalieportman ashtonkutch kevinklin emma busi doctor who set up seemingli perfect arrang when she offer her best friend adam relationship with one rule: no string attached. when fling becom thing, can sex friend stay best friends?",41630
1842,Tombstone,"legendari marshal wyatt earp, now weari gunfighter, join hi brother morgan virgil pursu their collect fortun thrive mine town tombstone. earp forc don badg again get help hi notori pal doc holliday when gang renegad brigand rustler begin terror town. action adventur drama histori western retir wyattearp rightandjustic historicalfigur kurtrussel valkilm samelliott legendari marshal wyatt earp, now weari gunfighter, join hi brother morgan virgil pursu their collect fortun thrive mine town tombstone. earp forc don badg again get help hi notori pal doc holliday when gang renegad brigand rustler begin terror town.",11969
1843,Romeo Must Die,"two war gang famili (one african-american, other chinese) maneuv for brag right oakland, california, docks. hang sing trish o'day uncov trail deceit that leav most war faction dead … worse! action crime thriller martialart hip-hop oakland asian asianman asianlead jetli aaliyah isaiahwashington two war gang famili (one african-american, other chinese) maneuv for brag right oakland, california, docks. hang sing trish o'day uncov trail deceit that leav most war faction dead … worse!",2085
1844,The Omen,"immedi after their miscarriage, us diplomat robert thorn adopt newborn damien without knowledg hi wife. yet what he doesn’t know that their new son son devil. classic horror film with gregori peck 1976. horror thriller monk propheci ambassador nanni rottweil devil'sson revel aggressionbyanim photographi paranormalphenomena cowardli archaeologist gregorypeck leeremick davidwarn immedi after their miscarriage, us diplomat robert thorn adopt newborn damien without knowledg hi wife. yet what he doesn’t know that their new son son devil. classic horror film with gregori peck 1976.",794
